World Series,Team 1,Team 1 Pitchers,Team 1 Pitchers Links,Team 1 wins,Team 2,Team 2 Pitchers,Team 2 Pitchers Links,Team 2 wins,Links
1931 World Series,St. Louis Cardinals 1931 World Series Composite Pitching Statistics,['Paul Derringer\nBurleigh Grimes\nBill Hallahan\nSyl Johnson\nJim Lindsey\nFlint Rhem'],"[['https://www.baseball-almanac.com/players/player.php?p=derripa01', 'https://www.baseball-almanac.com/players/player.php?p=grimebu01', 'https://www.baseball-almanac.com/players/player.php?p=hallabi01', 'https://www.baseball-almanac.com/players/player.php?p=johnssy01', 'https://www.baseball-almanac.com/players/player.php?p=lindsji01', 'https://www.baseball-almanac.com/players/player.php?p=rhemfl01']]",4,Philadelphia Athletics 1931 World Series Composite Pitching Statistics,['George Earnshaw\nLefty Grove\nWaite Hoyt\nRoy Mahaffey\nEddie Rommel\nRube Walberg'],"[['https://www.baseball-almanac.com/players/player.php?p=earnsge01', 'https://www.baseball-almanac.com/players/player.php?p=grovele01', 'https://www.baseball-almanac.com/players/player.php?p=hoytwa01', 'https://www.baseball-almanac.com/players/player.php?p=mahafro01', 'https://www.baseball-almanac.com/players/player.php?p=rommeed01', 'https://www.baseball-almanac.com/players/player.php?p=walberu01']]",3,https://www.baseball-almanac.com/ws/yr1931ws.shtml
1932 World Series,New York Yankees 1932 World Series Composite Pitching Statistics,['Johnny Allen\nLefty Gomez\nWilcy Moore\nHerb Pennock\nGeorge Pipgras\nRed Ruffing'],"[['https://www.baseball-almanac.com/players/player.php?p=allenjo02', 'https://www.baseball-almanac.com/players/player.php?p=gomezle01', 'https://www.baseball-almanac.com/players/player.php?p=moorewi01', 'https://www.baseball-almanac.com/players/player.php?p=pennohe01', 'https://www.baseball-almanac.com/players/player.php?p=pipgrge01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01']]",4,Chicago Cubs 1932 World Series Composite Pitching Statistics,['Guy Bush\nBurleigh Grimes\nPat Malone\nJakie May\nCharlie Root\nBob Smith\nBud Tinning\nLon Warneke'],"[['https://www.baseball-almanac.com/players/player.php?p=bushgu01', 'https://www.baseball-almanac.com/players/player.php?p=grimebu01', 'https://www.baseball-almanac.com/players/player.php?p=malonpa02', 'https://www.baseball-almanac.com/players/player.php?p=mayja01', 'https://www.baseball-almanac.com/players/player.php?p=rootch01', 'https://www.baseball-almanac.com/players/player.php?p=smithbo02', 'https://www.baseball-almanac.com/players/player.php?p=tinnibu01', 'https://www.baseball-almanac.com/players/player.php?p=warnelo01']]",0,https://www.baseball-almanac.com/ws/yr1932ws.shtml
1933 World Series,New York Giants 1933 World Series Composite Pitching Statistics,['Hi Bell\nFreddie Fitzsimmons\nCarl Hubbell\nDolf Luque\nHal Schumacher'],"[['https://www.baseball-almanac.com/players/player.php?p=bellhi01', 'https://www.baseball-almanac.com/players/player.php?p=fitzsfr01', 'https://www.baseball-almanac.com/players/player.php?p=hubbeca01', 'https://www.baseball-almanac.com/players/player.php?p=luquedo01', 'https://www.baseball-almanac.com/players/player.php?p=schumha02']]",4,Washington Senators 1933 World Series Composite Pitching Statistics,['Alvin Crowder\nAlex McColl\nJack Russell\nLefty Stewart\nTommy Thomas\nMonte Weaver\nEarl Whitehill'],"[['https://www.baseball-almanac.com/players/player.php?p=crowdal01', 'https://www.baseball-almanac.com/players/player.php?p=mccolal01', 'https://www.baseball-almanac.com/players/player.php?p=russeja01', 'https://www.baseball-almanac.com/players/player.php?p=stewale01', 'https://www.baseball-almanac.com/players/player.php?p=thomato02', 'https://www.baseball-almanac.com/players/player.php?p=weavemo01', 'https://www.baseball-almanac.com/players/player.php?p=whiteea01']]",1,https://www.baseball-almanac.com/ws/yr1933ws.shtml
1934 World Series,St. Louis Cardinals 1934 World Series Composite Pitching Statistics,['Tex Carleton\nDizzy Dean\nPaul Dean\nJesse Haines\nBill Hallahan\nJim Mooney\nDazzy Vance\nBill Walker'],"[['https://www.baseball-almanac.com/players/player.php?p=carlete01', 'https://www.baseball-almanac.com/players/player.php?p=deandi01', 'https://www.baseball-almanac.com/players/player.php?p=deanpa01', 'https://www.baseball-almanac.com/players/player.php?p=haineje01', 'https://www.baseball-almanac.com/players/player.php?p=hallabi01', 'https://www.baseball-almanac.com/players/player.php?p=mooneji01', 'https://www.baseball-almanac.com/players/player.php?p=vanceda01', 'https://www.baseball-almanac.com/players/player.php?p=walkebi01']]",4,Detroit Tigers 1934 World Series Composite Pitching Statistics,['Elden Auker\nTommy Bridges\nAlvin Crowder\nChief Hogsett\nFirpo Marberry\nSchoolboy Rowe'],"[['https://www.baseball-almanac.com/players/player.php?p=aukerel01', 'https://www.baseball-almanac.com/players/player.php?p=bridgto01', 'https://www.baseball-almanac.com/players/player.php?p=crowdal01', 'https://www.baseball-almanac.com/players/player.php?p=hogsech01', 'https://www.baseball-almanac.com/players/player.php?p=marbefi01', 'https://www.baseball-almanac.com/players/player.php?p=rowesc01']]",3,https://www.baseball-almanac.com/ws/yr1934ws.shtml
1935 World Series,Detroit Tigers 1935 World Series Composite Pitching Statistics,['Elden Auker\nTommy Bridges\nAlvin Crowder\nChief Hogsett\nSchoolboy Rowe'],"[['https://www.baseball-almanac.com/players/player.php?p=aukerel01', 'https://www.baseball-almanac.com/players/player.php?p=bridgto01', 'https://www.baseball-almanac.com/players/player.php?p=crowdal01', 'https://www.baseball-almanac.com/players/player.php?p=hogsech01', 'https://www.baseball-almanac.com/players/player.php?p=rowesc01']]",4,Chicago Cubs 1935 World Series Composite Pitching Statistics,['Tex Carleton\nLarry French\nRoy Henshaw\nFabian Kowalik\nBill Lee\nCharlie Root\nLon Warneke'],"[['https://www.baseball-almanac.com/players/player.php?p=carlete01', 'https://www.baseball-almanac.com/players/player.php?p=frencla01', 'https://www.baseball-almanac.com/players/player.php?p=henshro01', 'https://www.baseball-almanac.com/players/player.php?p=kowalfa01', 'https://www.baseball-almanac.com/players/player.php?p=leebi02', 'https://www.baseball-almanac.com/players/player.php?p=rootch01', 'https://www.baseball-almanac.com/players/player.php?p=warnelo01']]",2,https://www.baseball-almanac.com/ws/yr1935ws.shtml
1936 World Series,Composite Pitching Statistics,['Lefty Gomez\nBump Hadley\nPat Malone\nJohnny Murphy\nMonte Pearson\nRed Ruffing'],"[['https://www.baseball-almanac.com/players/player.php?p=gomezle01', 'https://www.baseball-almanac.com/players/player.php?p=hadlebu01', 'https://www.baseball-almanac.com/players/player.php?p=malonpa02', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=pearsmo01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01']]",4,Composite Pitching Statistics,['Slick Castleman\nDick Coffman\nFreddie Fitzsimmons\nFrank Gabler\nHarry Gumbert\nCarl Hubbell\nHal Schumacher\nAl Smith'],"[['https://www.baseball-almanac.com/players/player.php?p=castlsl01', 'https://www.baseball-almanac.com/players/player.php?p=coffmdi01', 'https://www.baseball-almanac.com/players/player.php?p=fitzsfr01', 'https://www.baseball-almanac.com/players/player.php?p=gablefr01', 'https://www.baseball-almanac.com/players/player.php?p=gumbeha01', 'https://www.baseball-almanac.com/players/player.php?p=hubbeca01', 'https://www.baseball-almanac.com/players/player.php?p=schumha02', 'https://www.baseball-almanac.com/players/player.php?p=smithal03']]",2,https://www.baseball-almanac.com/ws/yr1936ws.shtml
1937 World Series,New York Yankees 1937 World Series Composite Pitching Statistics,['Ivy Andrews\nLefty Gomez\nBump Hadley\nJohnny Murphy\nMonte Pearson\nRed Ruffing\nKemp Wicker'],"[['https://www.baseball-almanac.com/players/player.php?p=andreiv01', 'https://www.baseball-almanac.com/players/player.php?p=gomezle01', 'https://www.baseball-almanac.com/players/player.php?p=hadlebu01', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=pearsmo01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01', 'https://www.baseball-almanac.com/players/player.php?p=wickeke01']]",4,New York Giants 1937 World Series Composite Pitching Statistics,['Don Brennan\nDick Coffman\nHarry Gumbert\nCarl Hubbell\nCliff Melton\nHal Schumacher\nAl Smith'],"[['https://www.baseball-almanac.com/players/player.php?p=brenndo01', 'https://www.baseball-almanac.com/players/player.php?p=coffmdi01', 'https://www.baseball-almanac.com/players/player.php?p=gumbeha01', 'https://www.baseball-almanac.com/players/player.php?p=hubbeca01', 'https://www.baseball-almanac.com/players/player.php?p=meltocl01', 'https://www.baseball-almanac.com/players/player.php?p=schumha02', 'https://www.baseball-almanac.com/players/player.php?p=smithal03']]",1,https://www.baseball-almanac.com/ws/yr1937ws.shtml
1938 World Series,Composite Pitching Statistics,['Lefty Gomez\nJohnny Murphy\nMonte Pearson\nRed Ruffing'],"[['https://www.baseball-almanac.com/players/player.php?p=gomezle01', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=pearsmo01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01']]",4,Composite Pitching Statistics,['Clay Bryant\nTex Carleton\nDizzy Dean\nLarry French\nBill Lee\nVance Page\nCharlie Root\nJack Russell'],"[['https://www.baseball-almanac.com/players/player.php?p=bryancl01', 'https://www.baseball-almanac.com/players/player.php?p=carlete01', 'https://www.baseball-almanac.com/players/player.php?p=deandi01', 'https://www.baseball-almanac.com/players/player.php?p=frencla01', 'https://www.baseball-almanac.com/players/player.php?p=leebi02', 'https://www.baseball-almanac.com/players/player.php?p=pageva01', 'https://www.baseball-almanac.com/players/player.php?p=rootch01', 'https://www.baseball-almanac.com/players/player.php?p=russeja01']]",0,https://www.baseball-almanac.com/ws/yr1938ws.shtml
1939 World Series,New York Yankees 1939 World Series Composite Pitching Statistics,['Lefty Gomez\nBump Hadley\nOral Hildrebrand\nJohnny Murphy\nMonte Pearson\nRed Ruffing\nSteve Sundra'],"[['https://www.baseball-almanac.com/players/player.php?p=gomezle01', 'https://www.baseball-almanac.com/players/player.php?p=hadlebu01', 'https://www.baseball-almanac.com/players/player.php?p=hildeor01', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=pearsmo01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01', 'https://www.baseball-almanac.com/players/player.php?p=sundrst01']]",4,Cincinnati Reds 1939 World Series Composite Pitching Statistics,['Paul Derringer\nLee Grissom\nWhitey Moore\nJunior Thompson\nBucky Walters'],"[['https://www.baseball-almanac.com/players/player.php?p=derripa01', 'https://www.baseball-almanac.com/players/player.php?p=grissle01', 'https://www.baseball-almanac.com/players/player.php?p=moorewh01', 'https://www.baseball-almanac.com/players/player.php?p=thompju01', 'https://www.baseball-almanac.com/players/player.php?p=waltebu01']]",0,https://www.baseball-almanac.com/ws/yr1939ws.shtml
1940 World Series,Cincinnati Reds 1940 World Series Composite Pitching Statistics,['Joe Beggs\nPaul Derringer\nJohnny Hutchings\nWhitey Moore\nElmer Riddle\nJunior Thompson\nJim Turner\nJohnny Vander Meer\nBucky Walters'],"[['https://www.baseball-almanac.com/players/player.php?p=beggsjo01', 'https://www.baseball-almanac.com/players/player.php?p=derripa01', 'https://www.baseball-almanac.com/players/player.php?p=hutchjo02', 'https://www.baseball-almanac.com/players/player.php?p=moorewh01', 'https://www.baseball-almanac.com/players/player.php?p=riddlel01', 'https://www.baseball-almanac.com/players/player.php?p=thompju01', 'https://www.baseball-almanac.com/players/player.php?p=turneji01', 'https://www.baseball-almanac.com/players/player.php?p=vandejo01', 'https://www.baseball-almanac.com/players/player.php?p=waltebu01']]",4,Detroit Tigers 1940 World Series Composite Pitching Statistics,['Tommy Bridges\nJohnny Gorsica\nFred Hutchinson\nArchie McKain\nBobo Newsom\nSchoolboy Rowe\nClay Smith\nDizzy Trout'],"[['https://www.baseball-almanac.com/players/player.php?p=bridgto01', 'https://www.baseball-almanac.com/players/player.php?p=gorsijo01', 'https://www.baseball-almanac.com/players/player.php?p=hutchfr01', 'https://www.baseball-almanac.com/players/player.php?p=mckaiar01', 'https://www.baseball-almanac.com/players/player.php?p=newsobo01', 'https://www.baseball-almanac.com/players/player.php?p=rowesc01', 'https://www.baseball-almanac.com/players/player.php?p=smithcl01', 'https://www.baseball-almanac.com/players/player.php?p=troutdi01']]",3,https://www.baseball-almanac.com/ws/yr1940ws.shtml
1941 World Series,New York Yankees 1941 World Series Composite Pitching Statistics,['Tiny Bonham\nMarv Breuer\nSpud Chandler\nAtley Donald\nJohnny Murphy\nRed Ruffing\nMarius Russo'],"[['https://www.baseball-almanac.com/players/player.php?p=bonhati01', 'https://www.baseball-almanac.com/players/player.php?p=breuema01', 'https://www.baseball-almanac.com/players/player.php?p=chandsp01', 'https://www.baseball-almanac.com/players/player.php?p=donalat01', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01', 'https://www.baseball-almanac.com/players/player.php?p=russoma01']]",4,Brooklyn Dodgers 1941 World Series Composite Pitching Statistics,['Johnny Allen\nHugh Casey\nCurt Davis\nFreddie Fitzsimmons\nLarry French\nKirby Higbe\nWhit Wyatt'],"[['https://www.baseball-almanac.com/players/player.php?p=allenjo02', 'https://www.baseball-almanac.com/players/player.php?p=caseyhu01', 'https://www.baseball-almanac.com/players/player.php?p=daviscu01', 'https://www.baseball-almanac.com/players/player.php?p=fitzsfr01', 'https://www.baseball-almanac.com/players/player.php?p=frencla01', 'https://www.baseball-almanac.com/players/player.php?p=higbeki01', 'https://www.baseball-almanac.com/players/player.php?p=wyattwh01']]",1,https://www.baseball-almanac.com/ws/yr1941ws.shtml
1942 World Series,Composite Pitching Statistics,['Johnny Beazley\nMort Cooper\nHarry Gumbert\nMax Lanier\nHowie Pollet\nErnie White'],"[['https://www.baseball-almanac.com/players/player.php?p=beazljo01', 'https://www.baseball-almanac.com/players/player.php?p=coopemo01', 'https://www.baseball-almanac.com/players/player.php?p=gumbeha01', 'https://www.baseball-almanac.com/players/player.php?p=laniema01', 'https://www.baseball-almanac.com/players/player.php?p=polleho01', 'https://www.baseball-almanac.com/players/player.php?p=whiteer01']]",4,Composite Pitching Statistics,['Tiny Bonham\nHank Borowy\nMarv Breuer\nSpud Chandler\nAtley Donald\nRed Ruffing\nJim Turner'],"[['https://www.baseball-almanac.com/players/player.php?p=bonhati01', 'https://www.baseball-almanac.com/players/player.php?p=borowha01', 'https://www.baseball-almanac.com/players/player.php?p=breuema01', 'https://www.baseball-almanac.com/players/player.php?p=chandsp01', 'https://www.baseball-almanac.com/players/player.php?p=donalat01', 'https://www.baseball-almanac.com/players/player.php?p=ruffire01', 'https://www.baseball-almanac.com/players/player.php?p=turneji01']]",1,https://www.baseball-almanac.com/ws/yr1942ws.shtml
1943 World Series,New York Yankees 1943 World Series Composite Pitching Statistics,['Tiny Bonham\nHank Borowy\nSpud Chandler\nJohnny Murphy\nMarius Russo'],"[['https://www.baseball-almanac.com/players/player.php?p=bonhati01', 'https://www.baseball-almanac.com/players/player.php?p=borowha01', 'https://www.baseball-almanac.com/players/player.php?p=chandsp01', 'https://www.baseball-almanac.com/players/player.php?p=murphjo04', 'https://www.baseball-almanac.com/players/player.php?p=russoma01']]",4,St. Louis Cardinals 1943 World Series Composite Pitching Statistics,['Al Brazle\nHarry Brecheen\nMort Cooper\nMurry Dickson\nHowie Krist\nMax Lanier'],"[['https://www.baseball-almanac.com/players/player.php?p=brazlal01', 'https://www.baseball-almanac.com/players/player.php?p=brechha01', 'https://www.baseball-almanac.com/players/player.php?p=coopemo01', 'https://www.baseball-almanac.com/players/player.php?p=dicksmu01', 'https://www.baseball-almanac.com/players/player.php?p=kristho01', 'https://www.baseball-almanac.com/players/player.php?p=laniema01']]",1,https://www.baseball-almanac.com/ws/yr1943ws.shtml
1944 World Series,St. Louis Cardinals 1944 World Series Composite Pitching Statistics,['Harry Brecheen\nBud Byerly\nMort Cooper\nBlix Donnelly\nAl Jurisich\nMax Lanier\nFreddy Schmidt\nTed Wilks'],"[['https://www.baseball-almanac.com/players/player.php?p=brechha01', 'https://www.baseball-almanac.com/players/player.php?p=byerlbu01', 'https://www.baseball-almanac.com/players/player.php?p=coopemo01', 'https://www.baseball-almanac.com/players/player.php?p=donnebl01', 'https://www.baseball-almanac.com/players/player.php?p=jurisal01', 'https://www.baseball-almanac.com/players/player.php?p=laniema01', 'https://www.baseball-almanac.com/players/player.php?p=schmifr01', 'https://www.baseball-almanac.com/players/player.php?p=wilkste01']]",4,St. Louis Browns 1944 World Series Composite Pitching Statistics,['Denny Galehouse\nAl Hollingsworth\nSig Jakucki\nJack Kramer\nBob Muncrief\nNels Potter\nTex Shirley'],"[['https://www.baseball-almanac.com/players/player.php?p=galehde01', 'https://www.baseball-almanac.com/players/player.php?p=hollial01', 'https://www.baseball-almanac.com/players/player.php?p=jakucsi01', 'https://www.baseball-almanac.com/players/player.php?p=krameja01', 'https://www.baseball-almanac.com/players/player.php?p=muncrbo01', 'https://www.baseball-almanac.com/players/player.php?p=pottene01', 'https://www.baseball-almanac.com/players/player.php?p=shirlte01']]",2,https://www.baseball-almanac.com/ws/yr1944ws.shtml
