name,birthplace,birthdate,college,link,was_in_college
Danny Duffy,USA,1988-12-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=duffyda01,False
Brandon Finnegan,USA,1993-04-14,Texas Christian University,https://www.baseball-almanac.com/players/player.php?p=finnebr01,True
Jason Frasor,USA,1977-08-09,Southern Illinois University,https://www.baseball-almanac.com/players/player.php?p=frasoja01,True
Jeremy Guthrie,USA,1979-04-08,Brigham Young & Stanford,https://www.baseball-almanac.com/players/player.php?p=guthrje01,True
Kelvin Herrera,Dominican Republic,1989-12-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=herreke01,False
Greg Holland,USA,1985-11-20,Western Carolina University,https://www.baseball-almanac.com/players/player.php?p=hollagr01,True
Jason Vargas,USA,1983-02-02,Cypress College & Louisiana State & Long Beach State,https://www.baseball-almanac.com/players/player.php?p=vargaja01,True
Yordano Ventura,Dominican Republic,1991-06-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=ventuyo01,False
Johnny Cueto,Dominican Republic,1986-02-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=cuetojo01,False
Luke Hochevar,USA,1983-09-15,University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=hochelu01,True
Kris Medlen,USA,1985-10-07,Santa Ana Community College CA),https://www.baseball-almanac.com/players/player.php?p=medlikr01,True
Edinson Volquez,Dominican Republic,1983-07-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=volqued01,False
Chris Young,USA,1979-05-25,Princeton University,https://www.baseball-almanac.com/players/player.php?p=youngch03,True
Tyler Clippard,USA,1985-02-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=clippty01,False
Bartolo Colon,Dominican Republic,1973-05-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=colonba01,False
Jacob Degrom,USA,1988-06-19,Stetson University,https://www.baseball-almanac.com/players/player.php?p=degroja01,True
Jeurys Familia,Dominican Republic,1989-10-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=familje01,False
Sean Gilmartin,USA,1990-05-08,Florida State University,https://www.baseball-almanac.com/players/player.php?p=gilmase01,True
Matt Harvey,USA,1989-03-27,University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=harvema01,True
Steven Matz,USA,1991-05-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=matzst01,False
Jonathon Niese,USA,1986-10-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=niesejo01,False
Addison Reed,USA,1988-12-27,San Diego State University,https://www.baseball-almanac.com/players/player.php?p=reedad01,True
Hansel Robles,Dominican Republic,1990-08-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=robleha01,False
Noah Syndergaard,USA,1992-08-29,None Attended,https://www.baseball-almanac.com/players/player.php?p=syndeno01,False
Jake Arrieta,USA,1986-03-06,Weatherford College & Texas Christian University,https://www.baseball-almanac.com/players/player.php?p=arrieja01,True
Aroldis Chapman,Cuba,1988-02-28,None Attended,https://www.baseball-almanac.com/players/player.php?p=chapmar01,False
Carl Edwards Jr.,USA,1991-09-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=edwarca01,False
Justin Grimm,USA,1988-08-16,University of Georgia,https://www.baseball-almanac.com/players/player.php?p=grimmju01,True
Kyle Hendricks,USA,1989-12-07,Dartmouth College,https://www.baseball-almanac.com/players/player.php?p=hendrky01,True
Mike Montgomery,USA,1989-07-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=montgmi01,False
Hector Rondon,Venezuela,1988-02-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=rondohe01,False
Pedro Strop,Dominican Republic,1985-06-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=stroppe01,False
Travis Wood,USA,1987-02-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=woodtr01,False
Cody Allen,USA,1988-11-20,University of Central Florida & High Point University,https://www.baseball-almanac.com/players/player.php?p=allenco01,True
Trevor Bauer,USA,1991-01-17,University of California at Los Angeles,https://www.baseball-almanac.com/players/player.php?p=bauertr01,True
Mike Clevinger,USA,1990-12-21,Seminole State College of Florida,https://www.baseball-almanac.com/players/player.php?p=clevimi01,True
Corey Kluber,USA,1986-04-10,Stetson University,https://www.baseball-almanac.com/players/player.php?p=klubeco01,True
Jeff Manship,USA,1985-01-16,University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=manshje01,True
Zach Mcallister,USA,1987-12-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcallza01,False
Andrew Miller,USA,1985-05-21,University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=millean01,True
Dan Otero,USA,1985-02-19,Duke University & University of South Florida,https://www.baseball-almanac.com/players/player.php?p=oteroda01,True
Danny Salazar,Dominican Republic,1990-01-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=salazda01,False
Bryan Shaw,USA,1987-11-08,Long Beach State University,https://www.baseball-almanac.com/players/player.php?p=shawbr01,True
Josh Tomlin,USA,1984-10-19,Texas Tech University,https://www.baseball-almanac.com/players/player.php?p=tomlijo01,True
Chris Devenski,USA,1990-11-13,Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=devench02,True
Ken Giles,USA,1990-09-20,Yavapai College,https://www.baseball-almanac.com/players/player.php?p=gileske01,True
Luke Gregerson,USA,1984-05-14,Saint Xavier University,https://www.baseball-almanac.com/players/player.php?p=gregelu01,True
Will Harris,USA,1984-08-28,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=harriwi02,True
Dallas Keuchel,USA,1988-01-01,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=keuchda01,True
Francisco Liriano,Dominican Republic,1983-10-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=liriafr01,False
Lance Mccullers,USA,1964-03-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcculla01,False
Collin Mchugh,USA,1987-06-19,Berry College,https://www.baseball-almanac.com/players/player.php?p=mchugco01,True
Charlie Morton,USA,1983-11-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=mortoch02,False
Joe Musgrove,USA,1992-12-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=musgrjo01,False
Brad Peacock,USA,1988-02-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=peacobr01,False
Tony Cingrani,USA,1989-07-05,South Suburban College & Rice University,https://www.baseball-almanac.com/players/player.php?p=cingrto01,True
Yu Darvish,Japan,1986-08-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=darviyu01,False
Josh Fields,USA,1985-08-19,University of Georgia,https://www.baseball-almanac.com/players/player.php?p=fieldjo03,True
Rich Hill,USA,1980-03-11,University of Michigan,https://www.baseball-almanac.com/players/player.php?p=hillri01,True
Kenley Jansen,Curacao,1987-09-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=janseke01,False
Clayton Kershaw,USA,1988-03-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=kershcl01,False
Kenta Maeda,Japan,1988-04-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=maedake01,False
Brandon Mccarthy,USA,1983-07-07,Lamar Community College,https://www.baseball-almanac.com/players/player.php?p=mccarbr01,True
Brandon Morrow,USA,1984-07-26,"  University of California, Berkeley",https://www.baseball-almanac.com/players/player.php?p=morrobr01,True
Ross Stripling,USA,1989-11-23,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=stripro01,True
Tony Watson,USA,1985-05-30,University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=watsoto01,True
Alex Wood,USA,1991-01-12,University of Georgia,https://www.baseball-almanac.com/players/player.php?p=woodal01,True
Matt Barnes,USA,1990-06-17,University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=barnema01,True
Ryan Brasier,USA,1987-08-26,Weatherford College,https://www.baseball-almanac.com/players/player.php?p=brasiry01,True
Nathan Eovaldi,USA,1990-02-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=eovalna01,False
Heath Hembree,USA,1989-01-13,College of Charleston,https://www.baseball-almanac.com/players/player.php?p=hembrhe01,True
Craig Kimbrel,USA,1988-05-28,Wallace State Community College,https://www.baseball-almanac.com/players/player.php?p=kimbrcr01,True
Eduardo Rodriguez,Venezuela,1993-04-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=rodried05,False
Chris Sale,USA,1989-03-30,Florida Gulf Coast University,https://www.baseball-almanac.com/players/player.php?p=salech01,True
Scott Alexander,USA,1989-07-10,Pepperdine University & Sonoma State University,https://www.baseball-almanac.com/players/player.php?p=alexasc01,True
Pedro Báez,Dominican Republic,1988-03-11,None Attended,https://www.baseball-almanac.com/players/player.php?p=baezpe01,False
Walker Buehler,USA,1994-07-28,Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=buehlwa01,True
Dylan Floro,USA,1990-12-27,Cal State Fullerton,https://www.baseball-almanac.com/players/player.php?p=florody01,True
Hyun Jin Ryu,South Korea,1987-03-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=ryuhy01,False
Julio Urías,Mexico,1996-08-12,None Attended,https://www.baseball-almanac.com/players/player.php?p=uriasju01,False
Patrick Corbin,USA,1989-07-19,Chipola College,https://www.baseball-almanac.com/players/player.php?p=corbipa01,True
Sean Doolittle,USA,1986-09-26,University of Virginia,https://www.baseball-almanac.com/players/player.php?p=doolise01,True
Javy Guerra,USA,1985-10-31,None Attended,https://www.baseball-almanac.com/players/player.php?p=guerrja01,False
Daniel Hudson,USA,1987-03-09,Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=hudsoda01,True
Tanner Rainey,USA,1992-12-25,Southeastern Louisiana & West Alabama,https://www.baseball-almanac.com/players/player.php?p=raineta01,True
Joe Ross,USA,1993-05-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=rossjo01,False
Stephen Strasburg,USA,1988-07-20,San Diego State University,https://www.baseball-almanac.com/players/player.php?p=strasst01,True
Wander Suero,Dominican Republic,1991-09-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=suerowa01,False
Gerrit Cole,USA,1990-09-08,"  University of California, Los Angeles",https://www.baseball-almanac.com/players/player.php?p=colege01,True
Zack Greinke,USA,1983-10-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=greinza01,False
Josh James,USA,1993-03-08,Western Oklahoma State College,https://www.baseball-almanac.com/players/player.php?p=jamesjo02,True
Roberto Osuna,Mexico,1995-02-07,None Attended,https://www.baseball-almanac.com/players/player.php?p=osunaro01,False
Ryan Pressly,USA,1988-12-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=pressry01,False
Joe Smith,USA,1984-03-22,Wright State University,https://www.baseball-almanac.com/players/player.php?p=smithjo05,True
José Urquidy,Mexico,1995-05-01,None Attended,https://www.baseball-almanac.com/players/player.php?p=urquijo01,False
Tony Gonsolin,USA,1994-05-14,Saint Mary's College of California,https://www.baseball-almanac.com/players/player.php?p=gonsoto01,True
Victor González,Mexico,1995-11-16,None Attended,https://www.baseball-almanac.com/players/player.php?p=gonzavi02,False
Brusdar Graterol,Venezuela,1998-08-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=gratebr01,False
Adam Kolarek,USA,1989-01-14,University of Maryland,https://www.baseball-almanac.com/players/player.php?p=kolarad01,True
Dustin May,USA,1997-09-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=maydu01,False
Jake Mcgee,USA,1986-08-06,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcgeeja01,False
Blake Treinen,USA,1988-06-30,South Dakota State University,https://www.baseball-almanac.com/players/player.php?p=treinbl01,True
Nick Anderson,USA,1990-07-05,Mayville State University (2012),https://www.baseball-almanac.com/players/player.php?p=anderni01,True
Diego Castillo,Dominican Republic,1994-01-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=castidi01,False
John Curtiss,USA,1993-04-05,University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=curtijo02,True
Pete Fairbanks,USA,1993-12-16,University of Missouri,https://www.baseball-almanac.com/players/player.php?p=fairbpe01,True
Josh Fleming,USA,1996-05-18,Webster University (2017),https://www.baseball-almanac.com/players/player.php?p=flemijo01,True
Tyler Glasnow,USA,1993-08-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=glasnty01,False
Aaron Loup,USA,1987-12-19,Tulane University,https://www.baseball-almanac.com/players/player.php?p=loupaa01,True
Shane Mcclanahan,USA,1997-04-28,University of South Florida,https://www.baseball-almanac.com/players/player.php?p=mcclash01,True
Ryan Sherriff,USA,1990-05-25,Glendale Community College (2010-11),https://www.baseball-almanac.com/players/player.php?p=sherrry01,True
Blake Snell,USA,1992-12-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=snellbl01,False
Ryan Thompson,USA,1992-06-26,Campbell University,https://www.baseball-almanac.com/players/player.php?p=thompry02,True
Ryan Yarbrough,USA,1991-12-31,Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=yarbrry01,True
Ian Anderson,USA,1998-05-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=anderia01,False
Jesse Chavez,USA,1983-08-21,Riverside Community College (CA),https://www.baseball-almanac.com/players/player.php?p=chaveje01,True
Tucker Davidson,USA,1996-03-25,Midland College (2014-2015),https://www.baseball-almanac.com/players/player.php?p=davidtu01,True
Max Fried,USA,1994-01-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=friedma01,False
Luke Jackson,USA,1991-08-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=jackslu01,False
Dylan Lee,USA,1994-08-01,"  College of the Sequoias & California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=leedy01,True
Chris Martin,USA,1986-06-02,McLennan Community College,https://www.baseball-almanac.com/players/player.php?p=martich02,True
Tyler Matzek,USA,1990-10-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=matzety01,False
A.J. Minter,USA,1993-09-02,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=minteaj01,True
Will Smith,USA,1989-07-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=smithwi04,False
Kyle Wright,USA,1995-10-02,Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=wrighky01,True
Luis Garcia,Venezuela,1996-12-13,None Attended,https://www.baseball-almanac.com/players/player.php?p=garcilu05,False
Yimi García,Dominican Republic,1990-08-18,None Attended,https://www.baseball-almanac.com/players/player.php?p=garciyi01,False
Ryne Stanek,USA,1991-07-26,University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=stanery01,True
Cristian Javier,Dominican Republic,1997-03-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=javiecr01,False
Phil Maton,USA,1993-03-25,Louisiana Tech University,https://www.baseball-almanac.com/players/player.php?p=matonph01,True
Jake Odorizzi,USA,1990-03-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=odorija01,False
Brooks Raley,USA,1988-06-29,Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=raleybr01,True
Blake Taylor,USA,1995-08-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=taylobl01,False
Framber Valdez,Dominican Republic,1993-11-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=valdefr01,False
Bryan Abreu,Dominican Republic,1997-04-22,None Attended,https://www.baseball-almanac.com/players/player.php?p=abreubr01,False
Lance Mccullers Jr.,USA,1993-10-02,None Attended,https://www.baseball-almanac.com/players/player.php?p=mcculla02,False
Rafael Montero,Dominican Republic,1990-10-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=montera01,False
Héctor Neris,Dominican Republic,1989-06-14,None Attended,https://www.baseball-almanac.com/players/player.php?p=nerishe01,False
José Alvarado,Venezuela,1995-05-21,None Attended,https://www.baseball-almanac.com/players/player.php?p=alvarjo03,False
Andrew Bellatti,USA,1991-08-05,None Attended,https://www.baseball-almanac.com/players/player.php?p=bellaan01,False
Connor Brogdon,USA,1995-01-29,Fresno City College & Lewis-Clark State College,https://www.baseball-almanac.com/players/player.php?p=brogdco01,True
Seranthony Domínguez,Dominican Republic,1994-11-25,None Attended,https://www.baseball-almanac.com/players/player.php?p=dominse01,False
Zach Eflin,USA,1994-04-08,None Attended,https://www.baseball-almanac.com/players/player.php?p=eflinza01,False
Kyle Gibson,USA,1987-10-23,University of Missouri,https://www.baseball-almanac.com/players/player.php?p=gibsoky01,True
Brad Hand,USA,1990-03-20,None Attended,https://www.baseball-almanac.com/players/player.php?p=handbr01,False
Nick Nelson,USA,1995-12-05,Gulf Coast Community College (2015-2016),https://www.baseball-almanac.com/players/player.php?p=nelsoni01,True
Aaron Nola,USA,1993-06-04,Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=nolaaa01,True
Ranger Suárez,Venezuela,1995-08-26,None Attended,https://www.baseball-almanac.com/players/player.php?p=suarera01,False
Zack Wheeler,USA,1990-05-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=wheelza01,False
Cody Bradford,USA,1998-02-22,Baylor University,https://www.baseball-almanac.com/players/player.php?p=bradfco01,True
Brock Burke,USA,1996-08-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=burkebr01,False
Dane Dunning,USA,1994-12-20,University of Florida,https://www.baseball-almanac.com/players/player.php?p=dunnida01,True
Jon Gray,USA,1991-11-05,University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=grayjo02,True
Andrew Heaney,USA,1991-06-05,Oklahoma State University,https://www.baseball-almanac.com/players/player.php?p=heanean01,True
Jose Leclerc,Dominican Republic,1993-12-19,None Attended,https://www.baseball-almanac.com/players/player.php?p=leclejo01,False
Jordan Montgomery,USA,1992-12-27,University of South Carolina,https://www.baseball-almanac.com/players/player.php?p=montgjo01,True
Martín Pérez,Venezuela,1991-04-04,None Attended,https://www.baseball-almanac.com/players/player.php?p=perezma02,False
Josh Sborz,USA,1993-12-17,University of Virginia,https://www.baseball-almanac.com/players/player.php?p=sborzjo01,True
Chris Stratton,USA,1990-08-22,Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=stratch01,True
Miguel Castro,Dominican Republic,1994-12-24,None Attended,https://www.baseball-almanac.com/players/player.php?p=castrmi01,False
Luis Frías,Dominican Republic,1998-05-23,None Attended,https://www.baseball-almanac.com/players/player.php?p=friaslu01,False
Zac Gallen,USA,1995-08-03,University of North Carolina,https://www.baseball-almanac.com/players/player.php?p=galleza01,True
Kevin Ginkel,USA,1994-03-24,Southwestern College (2014-15) & University of Arizona,https://www.baseball-almanac.com/players/player.php?p=ginkeke01,True
Merrill Kelly,USA,1988-10-14,Yavapai College (2008-2009) & Arizona State University,https://www.baseball-almanac.com/players/player.php?p=kellyme01,True
Joe Mantiply,USA,1991-03-01,Virginia Tech,https://www.baseball-almanac.com/players/player.php?p=mantijo01,True
Kyle Nelson,USA,1996-07-08,"  University of California, Santa Barbara",https://www.baseball-almanac.com/players/player.php?p=nelsoky01,True
Ryne Nelson,USA,1998-02-01,University of Oregon,https://www.baseball-almanac.com/players/player.php?p=nelsory01,True
Brandon Pfaadt,USA,1998-10-15,Bellarmine University (2018-20),https://www.baseball-almanac.com/players/player.php?p=pfaadbr01,True
Andrew Saalfrank,USA,1997-08-18,Indiana University,https://www.baseball-almanac.com/players/player.php?p=saalfan01,True
Paul Sewald,USA,1990-05-26,University of San Diego,https://www.baseball-almanac.com/players/player.php?p=sewalpa01,True
Anthony Banda,USA,1993-08-10,San Jacinto College,https://www.baseball-almanac.com/players/player.php?p=bandaan01,True
Ben Casparius,USA,1999-02-11,University of North Carolina & University of Connecticut,https://www.baseball-almanac.com/players/player.php?p=caspabe01,True
Jack Flaherty,USA,1995-10-15,None Attended,https://www.baseball-almanac.com/players/player.php?p=flaheja01,False
Brent Honeywell,USA,1995-03-31,Walters State Community College,https://www.baseball-almanac.com/players/player.php?p=honeybr01,True
Landon Knack,USA,1997-07-15,Walters State Community College & East Tennessee State University,https://www.baseball-almanac.com/players/player.php?p=knackla01,True
Michael Kopech,USA,1996-04-30,None Attended,https://www.baseball-almanac.com/players/player.php?p=kopecmi01,False
Alex Vesia,USA,1996-04-11,Cal State East Bay (2018),https://www.baseball-almanac.com/players/player.php?p=vesiaal01,True
Yoshinobu Yamamoto,Japan,1998-08-17,None Attended,https://www.baseball-almanac.com/players/player.php?p=yamamyo01,False
Nestor Cortes,Cuba,1994-12-10,None Attended,https://www.baseball-almanac.com/players/player.php?p=cortene01,False
Jake Cousins,USA,1994-07-14,University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=cousija01,True
Luis Gil,Dominican Republic,1998-06-03,None Attended,https://www.baseball-almanac.com/players/player.php?p=gillu01,False
Tim Hill,USA,1990-02-10,Bacone College,https://www.baseball-almanac.com/players/player.php?p=hillti01,True
Clay Holmes,USA,1993-03-27,None Attended,https://www.baseball-almanac.com/players/player.php?p=holmecl01,False
Tommy Kahnle,USA,1989-08-07,Lynn University,https://www.baseball-almanac.com/players/player.php?p=kahnlto01,True
Mark Leiter Jr.,USA,1991-03-13,New Jersey Institute of Technology (2010-13),https://www.baseball-almanac.com/players/player.php?p=leitema02,True
Tim Mayza,USA,1992-01-15,Millersville University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=mayzati01,True
Carlos Rodón,USA,1992-12-10,North Carolina State University,https://www.baseball-almanac.com/players/player.php?p=rodonca01,True
Clarke Schmidt,USA,1996-02-20,University of South Carolina,https://www.baseball-almanac.com/players/player.php?p=schmicl01,True
Marcus Stroman,USA,1991-05-01,Duke University,https://www.baseball-almanac.com/players/player.php?p=stromma01,True
Luke Weaver,USA,1993-08-21,Florida State University,https://www.baseball-almanac.com/players/player.php?p=weavelu01,True
